,T5,T1,T4,T3,Timestamp
41,17.6,20.76,18.963333333333296,21.0,5041
42,17.6,20.7,18.89,20.9266666666667,5042
43,17.6,20.7,18.89,20.89,5043
44,17.6,20.7,18.89,20.89,5044
45,17.5666666666667,20.6,18.89,20.79,5045
46,17.5,20.6,18.89,20.79,5046
47,17.5,20.6333333333333,18.9266666666667,20.79,5047
48,17.5,20.7,19.0,20.79,5048
49,17.5,20.79,19.0,20.79,5049
50,17.5666666666667,20.8566666666667,19.0,20.79,5050
51,17.5,20.9266666666667,18.89,20.79,5051
52,17.5,21.0,18.89,20.76,5052
53,17.5,21.1,19.05,20.76,5053
54,17.5,21.1666666666667,19.2,20.79,5054
55,17.5,21.29,19.26,20.8566666666667,5055
56,17.55,21.29,19.393333333333292,20.89,5056
57,18.093333333333305,21.34,19.7933333333333,20.89,5057
58,18.36,21.39,20.4266666666667,21.0,5058
59,18.56666666666669,21.39,20.9666666666667,21.0,5059
60,18.73,21.5,21.4933333333333,21.0,5060
61,18.8566666666667,21.5,21.8266666666667,21.0,5061
62,18.9266666666667,21.56666666666669,21.79,21.033333333333296,5062
63,19.0,21.56666666666669,21.66333333333329,21.1,5063
64,19.033333333333296,21.6,21.463333333333296,21.0,5064
65,19.1,21.6,21.32333333333329,21.0,5065
66,19.1333333333333,21.6,21.29,20.89,5066
67,19.26,21.6,21.23,20.89,5067
68,19.23,21.7,21.1,20.89,5068
69,19.29,21.7,21.033333333333296,20.89,5069
70,19.39,21.73,20.963333333333296,20.963333333333296,5070
71,19.39,21.73,20.89,20.963333333333296,5071
72,19.39,21.7,20.89,20.89,5072
73,19.39,21.7,20.89,20.89,5073
74,19.39,21.7,20.89,20.89,5074
75,19.39,21.6333333333333,20.89,20.89,5075
76,19.39,21.6666666666667,20.82333333333329,20.89,5076
77,19.32333333333329,21.6,20.8566666666667,20.9266666666667,5077
78,19.32333333333329,21.533333333333296,20.79,21.0,5078
79,19.29,21.5,20.79,21.0,5079
80,19.29,21.5,20.93,21.0,5080
81,19.26,21.463333333333296,21.4266666666667,21.0,5081
82,19.2,21.39,21.9666666666667,21.0,5082
83,19.26,21.39,22.26,21.0,5083
84,19.2,21.39,22.1333333333333,21.0,5084
85,19.2,21.29,22.06666666666669,21.0,5085
86,19.2,21.29,21.9266666666667,21.0,5086
87,19.1,21.29,21.8566666666667,21.0,5087
88,19.1,21.23,21.73,21.0,5088
89,18.963333333333296,21.2,21.56666666666669,21.06666666666669,5089
90,18.89,21.1333333333333,21.4266666666667,21.06666666666669,5090
91,18.79,21.1,21.34,21.0,5091
92,18.79,21.1,21.1666666666667,21.0,5092
93,18.7,21.06666666666669,21.033333333333296,21.0,5093
94,18.7,21.0,20.8566666666667,20.963333333333296,5094
95,18.6333333333333,21.0,20.79,20.963333333333296,5095
96,18.6,20.9266666666667,20.7,21.0,5096
97,18.6,20.89,20.6333333333333,21.0,5097
98,18.56666666666669,20.8566666666667,20.5,21.0,5098
99,18.5,20.79,20.4266666666667,21.0,5099
100,18.5,20.79,20.3566666666667,25.2,5100
101,18.4266666666667,20.73,20.29,25.2,5101
102,18.39,20.7,20.2,25.2,5102
103,18.39,20.7,20.2,25.2,5103
104,18.29,20.6,20.1,25.2,5104
105,18.29,20.6,20.033333333333296,25.2,5105
106,18.29,20.6,20.0,25.134,5106
107,18.29,20.533333333333296,19.9266666666667,25.068,5107
108,18.2,20.5,19.8566666666667,25.068,5108
109,18.2,20.5,19.79,25.068,5109
110,18.2,20.5,19.79,25.068,5110
111,18.2,20.4266666666667,19.7,25.068,5111
112,18.2,20.39,19.7,20.89,5112
113,18.2,20.39,19.6,20.89,5113
114,18.15,20.29,19.6,20.89,5114
115,18.1666666666667,20.29,19.56666666666669,20.89,5115
116,18.1,20.29,19.5,20.89,5116
117,18.1,20.2,19.5,20.89,5117
118,18.1,20.2,19.4266666666667,20.89,5118
119,18.1,20.1666666666667,19.39,20.79,5119
120,18.033333333333296,20.1,19.39,20.79,5120
121,18.06666666666669,20.1,19.3566666666667,20.79,5121
122,18.0,20.1,19.29,20.79,5122
123,18.0,20.0,19.29,20.79,5123
124,18.0,20.0,19.29,20.79,5124
125,17.9633333333333,19.963333333333296,19.2,20.79,5125
126,17.9633333333333,19.963333333333296,19.2,20.76,5126
127,17.89,19.9266666666667,19.2,20.7,5127
128,17.89,19.9266666666667,19.2,20.7,5128
129,17.89,19.89,19.2,20.6333333333333,5129
130,17.9633333333333,19.82333333333329,19.2,20.56666666666669,5130
131,18.0,19.79,19.1333333333333,20.5,5131
132,18.06666666666669,19.79,19.1,20.39,5132
133,18.1,19.79,19.1,20.39,5133
134,18.1,19.79,19.0,20.29,5134
135,18.1,19.7,18.9266666666667,20.43,5135
136,18.1,19.7,18.89,20.86,5136
137,18.1,19.7,18.89,21.1333333333333,5137
138,18.1666666666667,19.7,18.89,21.36,5138
139,18.1666666666667,19.7,18.89,21.56666666666669,5139
140,18.2,19.7,18.9266666666667,21.73,5140
141,18.2,19.7,19.06666666666669,21.79,5141
142,18.2,19.79,19.1333333333333,21.8566666666667,5142
143,18.2,19.79,19.2,21.66333333333329,5143
144,18.2,19.79,19.23,21.55,5144
145,18.2,19.79,19.29,21.6333333333333,5145
146,18.23,19.89,19.39,21.76,5146
147,18.23,19.89,19.39,21.9266666666667,5147
148,18.29,20.0,19.5,22.06666666666669,5148
149,18.29,20.06666666666669,19.6,22.23,5149
150,18.29,20.033333333333296,19.6,22.29,5150
151,18.29,20.1666666666667,19.7,22.29,5151
152,18.34,20.23,19.76,22.23,5152
153,18.39,20.29,19.76,22.03,5153
154,18.32333333333329,20.29,19.76,21.82333333333329,5154
155,18.32333333333329,20.315,19.79,21.6666666666667,5155
156,18.39,20.39,19.8566666666667,21.533333333333296,5156
157,18.39,20.533333333333296,19.9266666666667,21.39,5157
158,18.39,20.6,20.0,21.32333333333329,5158
159,18.4266666666667,20.73,20.0,21.29,5159
160,18.5,20.8566666666667,20.0,21.29,5160
161,18.533333333333296,20.9266666666667,20.0,21.39,5161
162,18.6,21.06666666666669,20.0,21.39,5162
163,18.6333333333333,21.1,20.0,21.29,5163
164,18.7,21.1666666666667,19.9266666666667,21.29,5164
165,18.7,21.2,19.963333333333296,21.29,5165
166,18.7,21.2,19.9175,21.29,5166
167,18.73,21.29,19.9266666666667,21.29,5167
168,18.79,21.29,20.0,21.29,5168
169,18.79,21.39,20.0,21.29,5169
170,18.79,21.463333333333296,20.0,21.26,5170
171,18.84,21.533333333333296,20.0,21.26,5171
172,18.9266666666667,21.6,20.033333333333296,21.2,5172
173,19.0,21.7,20.1,21.2,5173
174,19.0,21.7,20.033333333333296,21.26,5174
175,19.0,21.76,20.1,21.2,5175
176,19.033333333333296,21.79,20.1,21.23,5176
177,19.1,21.79,20.1,21.29,5177
178,19.1333333333333,21.79,20.1,21.29,5178
179,19.2,21.79,20.1,21.29,5179
180,19.2,21.79,20.06666666666669,21.2,5180
181,19.26,21.79,20.0,21.2,5181
182,19.2,21.79,20.0,21.2,5182
183,19.26,21.79,20.0,21.2,5183
184,19.2,21.79,19.963333333333296,21.2,5184
185,19.2,21.79,19.89,21.2,5185
186,19.2,21.76,19.84,21.15,5186
187,19.2,21.73,19.79,21.1,5187
188,19.1333333333333,21.7,19.79,21.033333333333296,5188
189,19.1,21.7,19.73,21.0,5189
190,19.1,21.6,19.73,20.9266666666667,5190
191,19.1,21.575,19.6666666666667,20.89,5191
192,19.1,21.5,19.6,20.82333333333329,5192
193,19.033333333333296,21.5,19.56666666666669,20.8566666666667,5193
194,19.1,21.5,19.5,20.8566666666667,5194
195,19.1333333333333,21.5,19.5,20.89,5195
196,19.2,21.5,19.4266666666667,20.89,5196
197,19.23,21.6,19.39,20.89,5197
198,19.3566666666667,21.6666666666667,19.39,20.9725,5198
199,19.533333333333296,21.73,19.39,21.0,5199
200,19.6,21.79,19.39,21.06666666666669,5200
201,19.73,21.89,19.39,21.0,5201
202,19.79,21.89,19.5,21.0,5202
203,19.82333333333329,22.0,19.56666666666669,21.0,5203
204,19.963333333333296,22.0,19.6333333333333,20.89,5204
205,20.0,22.0,19.7,20.82333333333329,5205
206,20.06666666666669,22.0,19.73,20.79,5206
207,20.1,22.033333333333296,19.79,20.79,5207
208,21.6666666666667,22.1,19.82333333333329,20.82333333333329,5208
209,21.2,22.1,20.0966666666667,20.89,5209
210,20.6333333333333,27.625,20.73333333333329,20.89,5210
211,20.4266666666667,27.625,21.06666666666669,20.89,5211
212,21.2633333333333,27.625,21.06666666666669,20.89,5212
213,21.1966666666667,27.625,20.9266666666667,20.89,5213
214,20.8266666666667,27.625,20.76,20.89,5214
215,20.6333333333333,27.625,20.6333333333333,20.89,5215
216,20.43,27.625,20.56666666666669,20.89,5216
217,20.23,27.54166666666662,20.4266666666667,20.865,5217
218,20.1666666666667,27.5,20.3566666666667,20.79,5218
219,20.033333333333296,27.5,20.29,20.6666666666667,5219
220,19.89,21.963333333333296,20.245,20.6,5220
221,19.82333333333329,21.89,20.1666666666667,20.5,5221
222,19.7,21.8566666666667,20.1,20.5,5222
223,19.6333333333333,21.8566666666667,20.0,20.5,5223
224,19.6,21.79,20.0,20.5,5224
225,19.533333333333296,21.79,19.963333333333296,20.5,5225
226,19.463333333333296,21.76,19.89,20.5,5226
227,19.365,21.7,19.79,20.39,5227
228,19.29,21.6,19.79,20.39,5228
229,19.29,21.6,19.7,20.39,5229
230,19.23,21.55,19.7,20.32333333333329,5230
231,19.2,21.5,19.6,20.39,5231
232,19.1333333333333,21.4266666666667,19.6,20.39,5232
233,19.1,21.39,19.56666666666669,20.32333333333329,5233
234,19.033333333333296,21.32333333333329,19.5,20.39,5234
235,19.0,21.29,19.5,20.34,5235
236,19.0,21.29,19.4266666666667,20.4266666666667,5236
237,18.963333333333296,21.2,19.39,20.5,5237
238,18.89,21.2,19.39,20.5,5238
239,18.89,21.1,19.39,20.56666666666669,5239
240,18.82333333333329,21.1,19.3566666666667,20.6,5240
241,18.79,21.06666666666669,19.29,20.6,5241
242,18.79,21.0,19.29,20.6,5242
243,18.79,21.0,19.23,20.6,5243
244,18.73,20.9266666666667,19.2,20.6,5244
245,18.7,20.89,19.2,20.6,5245
246,18.7,20.82333333333329,19.2,20.5,5246
247,18.6333333333333,20.79,19.2,20.5,5247
248,18.6,20.79,19.1666666666667,20.533333333333296,5248
249,18.6,20.7,19.1,20.6,5249
250,18.6,20.7,19.1,20.6,5250
251,18.533333333333296,20.7,19.1,20.6,5251
252,18.5,20.6,19.0,20.6,5252
253,18.5,20.6,19.0,20.6,5253
254,18.463333333333296,20.56666666666669,18.963333333333296,20.6,5254
255,18.39,20.5,18.89,20.6,5255
256,18.39,20.5,18.963333333333296,20.6,5256
257,18.39,20.5,18.89,20.7,5257
258,18.3566666666667,20.39,18.89,20.7,5258
259,18.3566666666667,20.39,18.89,20.6,5259
260,18.3566666666667,20.39,18.89,20.6,5260
261,18.29,20.39,18.79,20.5,5261
262,18.29,20.29,18.79,20.5,5262
263,18.29,20.29,18.79,20.56666666666669,5263
264,18.29,20.26,18.79,20.5,5264
265,18.2675,20.2,18.73,20.55,5265
266,18.2,20.2,18.73,20.6,5266
267,18.2,20.2,18.7,20.6,5267
268,18.2,20.1666666666667,18.7,20.56666666666669,5268
269,18.2,20.1,18.7,20.5,5269
270,18.2,20.1,18.7,20.5,5270
271,18.2,20.0,18.7,20.4266666666667,5271
272,18.2,20.0,18.7,20.39,5272
273,18.29,20.0,18.7,20.315,5273
274,18.29,20.0,18.7,20.2257142857143,5274
275,18.29,20.0,18.7633333333333,20.2,5275
276,18.29,19.9266666666667,19.17,20.2,5276
277,18.2,19.963333333333296,19.53,20.14,5277
278,18.26,19.963333333333296,19.6,20.1,5278
279,18.4266666666667,19.89,19.6,20.2,5279
280,18.56666666666669,19.89,19.463333333333296,20.2128571428571,5280
281,18.56666666666669,19.8566666666667,19.39,20.29,5281
282,18.5,19.79,19.29,20.272,5282
283,18.395,19.79,19.23,20.2,5283
284,18.29,19.79,19.23,20.1285714285714,5284
285,18.2257142857143,19.76,19.29,19.956,5285
286,18.2,19.7,19.29,19.9214285714286,5286
287,18.2,19.7,19.3566666666667,19.89,5287
288,18.2,19.7,19.39,19.89,5288
289,18.16,19.7,19.39,19.89,5289
290,18.1,19.7,19.5,19.9842857142857,5290
291,18.1,19.7,19.5,19.956,5291
292,18.1,19.7,19.5,20.0,5292
293,18.1,19.76,19.5,20.0,5293
294,18.0142857142857,19.79,19.6,20.0,5294
295,18.0,19.8566666666667,19.6,20.06,5295
296,18.0,20.0,19.6,20.1,5296
297,18.0,20.0,19.6333333333333,20.125,5297
298,17.9633333333333,20.1,19.7,20.2,5298
299,17.89,20.1,19.73,20.0571428571429,5299
300,17.89,20.1,19.79,20.0,5300
301,17.89,20.1,19.73,20.0,5301
302,17.89,20.2,19.73,20.0,5302
303,17.89,20.2,19.7,20.0,5303
304,17.89,20.29,19.7,20.0,5304
305,17.89,20.29,19.6,20.0,5305
306,17.84,20.39,19.6,20.06,5306
307,17.8566666666667,20.463333333333296,19.6,20.0,5307
308,17.79,20.5,19.6,20.02,5308
309,17.79,20.6,19.6,20.1,5309
310,17.8042857142857,20.6,19.6,20.1,5310
311,17.83,20.6333333333333,19.6,20.1,5311
312,17.79,20.7,19.6666666666667,20.1,5312
313,17.79,20.79,19.6,20.1714285714286,5313
314,17.79,20.8566666666667,19.65,20.1,5314
315,17.79,20.9266666666667,19.6666666666667,20.1571428571429,5315
316,17.79,21.0,19.7,20.18,5316
317,17.79,21.0,19.6333333333333,20.1,5317
318,17.79,21.0,19.6,20.2,5318
319,17.79,21.1,19.6,20.2,5319
320,17.79,21.1,19.6,20.2,5320
321,17.79,21.0,19.6,20.26428571428569,5321
322,17.7771428571429,21.0,19.5,20.2675,5322
323,17.7,21.0,19.5,20.2,5323
324,17.7385714285714,21.0,19.39,20.2,5324
325,17.754,20.89,19.39,20.2,5325
326,17.7,20.89,19.39,20.2,5326
327,17.7,20.84,19.32333333333329,20.2,5327
328,17.7,20.79,19.29,20.1714285714286,5328
329,17.7,20.79,19.29,20.14,5329
330,17.6857142857143,20.76,19.26,24.12,5330
331,17.675,20.7,19.2,24.12,5331
332,17.64,20.7,19.2,24.12,5332
333,17.6428571428571,20.7,19.1,24.12,5333
334,17.6,20.7,19.1,24.12,5334
335,17.6285714285714,20.7,19.1,17.085,5335
336,17.6,20.7,19.1,17.085,5336
337,17.6,20.7,19.0,17.085,5337
338,17.6,20.73,19.0,17.10928571428569,5338
339,17.5571428571429,20.79,19.0,17.169999999999998,5339
340,17.6,20.82333333333329,19.0,20.2128571428571,5340
341,17.6,20.963333333333296,19.0,20.29,5341
342,17.5,21.033333333333296,19.0,20.29,5342
343,17.5857142857143,21.1,18.89,20.29,5343
344,17.54,21.1333333333333,18.89,20.2385714285714,5344
345,17.5714285714286,21.26,18.963333333333296,20.2,5345
346,17.5,21.29,18.963333333333296,20.1285714285714,5346
347,17.5428571428571,21.365,18.89,20.1375,5347
348,17.5,21.39,18.89,20.1,5348
349,17.6857142857143,21.39,18.9266666666667,20.1,5349
350,20.736,21.463333333333296,18.9266666666667,20.12,5350
351,19.9385714285714,21.39,18.89,20.2,5351
352,19.574,21.39,18.89,20.2,5352
353,19.4971428571429,21.32333333333329,18.89,20.2,5353
354,18.83,21.32333333333329,18.89,20.2,5354
355,18.95285714285709,21.39,18.82333333333329,20.2257142857143,5355
356,19.0,21.39,18.8566666666667,20.2,5356
357,19.0,21.3566666666667,18.8566666666667,20.2,5357
358,19.0,21.29,18.8566666666667,20.2,5358
359,19.0,21.29,18.8566666666667,20.2,5359
360,19.0,21.29,18.89,20.2,5360
361,19.0,21.29,18.82333333333329,20.1428571428571,5361
362,19.0,21.23,18.79,20.08,5362
363,19.0,21.2,18.79,20.0,5363
364,19.0,21.2,18.79,20.0,5364
365,19.0,21.1666666666667,18.79,19.9057142857143,5365
366,19.0,21.1,18.7,19.89,5366
367,18.956,21.1,18.7,19.89,5367
368,18.89,21.1,18.7,19.89,5368
369,18.89,21.033333333333296,18.7,19.89,5369
370,18.89,21.0,18.6,19.89,5370
371,18.85,20.9266666666667,18.6,19.89,5371
372,18.8185714285714,20.89,18.533333333333296,19.89,5372
373,18.79,20.89,18.5,19.89,5373
374,18.79,20.8566666666667,18.5,19.87571428571429,5374
375,18.79,20.79,18.5,19.79,5375
376,18.7128571428571,20.79,18.5,19.79,5376
377,18.7,20.73,18.39,19.79,5377
378,18.7,20.7,18.39,19.79,5378
379,18.7,20.7,18.39,19.81,5379
380,18.7,20.6,18.39,19.89,5380
381,18.6333333333333,20.6,18.3566666666667,19.89,5381
382,18.6,20.6,18.29,19.93714285714289,5382
383,18.6,20.533333333333296,18.29,20.0,5383
384,18.6,20.5,18.29,20.0,5384
385,18.6,20.5,18.26,20.0,5385
386,18.56,20.4266666666667,18.2,20.0,5386
387,18.5285714285714,20.39,18.23,20.0,5387
388,18.5,20.39,18.2225,20.0714285714286,5388
389,18.5,20.3566666666667,18.2,20.1,5389
390,18.5,20.29,18.2,20.1,5390
391,18.4214285714286,20.26,18.2,20.04,5391
392,18.434,20.2,18.1666666666667,20.0,5392
393,18.4057142857143,20.2,18.1666666666667,19.934,5393
394,18.39,20.1333333333333,18.1,20.0,5394
395,18.39,20.1,18.1,19.978,5395
396,18.39,20.1,18.1,19.9725,5396
397,18.34714285714289,20.06666666666669,18.1,20.0,5397
398,18.31,20.0,18.06666666666669,20.0,5398
399,18.3614285714286,20.0,18.0,20.0,5399
400,18.29,20.0,18.0,20.0,5400
401,18.29,19.9266666666667,18.0,20.0,5401
402,18.29,19.9266666666667,18.0,20.0,5402
403,18.29,19.89,18.0,20.0571428571429,5403
404,18.29,19.89,17.9633333333333,20.1,5404
405,18.29,19.79,17.89,20.1,5405
406,18.236,19.79,17.89,20.06,5406
407,18.2,19.79,17.89,20.0,5407
408,18.2,19.76,17.89,19.956,5408
409,18.2,19.7,17.89,20.0,5409
410,18.2,19.7,17.89,19.934,5410
411,18.2,19.7,17.8233333333333,19.9685714285714,5411
412,18.2,19.6666666666667,17.8233333333333,20.0,5412
413,18.1,19.6666666666667,17.79,20.0,5413
414,18.0857142857143,19.6666666666667,17.79,20.0,5414
415,18.0,19.6,17.79,19.93714285714289,5415
416,18.0,19.6,17.79,19.87,5416
417,17.89,19.6,17.79,19.8614285714286,5417
418,17.89,19.6,17.73,19.79,5418
419,17.89,19.6,17.7,19.79,5419
420,17.8185714285714,19.6,17.7,19.79,5420
421,17.79,19.6,18.0233333333333,19.7225,5421
422,17.79,19.5,18.43,19.7,5422
423,17.79,19.5,18.5,19.7,5423
424,17.79,19.5,18.4266666666667,19.7,5424
425,17.754,19.5,18.34,19.64,5425
426,17.7,19.5,18.26,19.6,5426
427,17.7,19.5,18.2,19.6,5427
428,17.7,19.5,18.29,19.6,5428
429,17.7,19.5,18.29,19.6,5429
430,17.6571428571429,19.5,18.39,19.6428571428571,5430
431,17.6,19.5,18.39,19.7,5431
432,17.6,19.56666666666669,18.5,19.6142857142857,5432
433,17.6,19.6,18.56666666666669,19.6,5433
434,17.6,19.6,18.6,19.6,5434
435,17.5857142857143,19.7,18.6666666666667,19.6,5435
436,17.54,19.7,18.8,19.6571428571429,5436
437,17.5428571428571,19.7,19.26,19.7,5437
438,17.56,19.76,19.86,19.7,5438
439,17.5142857142857,19.82333333333329,20.0,19.7,5439
440,17.56,19.963333333333296,20.0,19.7128571428571,5440
441,17.5285714285714,20.0,20.0,19.79,5441
442,17.5,20.06666666666669,19.9266666666667,19.79,5442
443,17.5,20.1,19.9266666666667,19.79,5443
444,17.5,20.1333333333333,20.0,19.84714285714289,5444
445,17.5,20.2,20.0,19.89,5445
446,17.5,20.29,20.0,19.9685714285714,5446
447,17.5,20.29,19.89,19.93714285714289,5447
448,17.5,20.29,19.89,19.956,5448
449,17.5,20.29,19.89,19.93714285714289,5449
450,17.456,20.39,19.89,19.934,5450
451,17.4842857142857,20.32333333333329,19.89,19.93714285714289,5451
452,17.456,20.39,19.89,19.89,5452
453,17.5,20.39,19.76,19.95285714285709,5453
454,17.5,20.39,19.6333333333333,19.956,5454
455,17.5,20.463333333333296,19.56666666666669,19.95285714285709,5455
456,17.5,20.5,19.5,19.956,5456
457,17.45875,20.5,19.39,19.89,5457
458,17.4214285714286,20.5,19.32333333333329,19.89,5458
459,17.39,20.4266666666667,19.29,19.89,5459
460,17.39,20.39,19.23,19.85,5460
461,17.39,20.39,19.1666666666667,19.79,5461
462,17.39,20.39,19.1,19.79,5462
463,17.39,20.29,19.05,19.79,5463
464,17.39,20.29,18.963333333333296,19.79,5464
465,17.39,20.26,18.89,19.79,5465
466,17.39,20.2,18.89,19.79,5466
467,17.39,20.2,18.82333333333329,19.79,5467
468,17.39,20.1333333333333,18.76,19.79,5468
469,17.39,20.06666666666669,18.7,19.79,5469
470,17.39,20.0,18.7,19.77875,5470
471,17.35,20.0,18.7,19.736,5471
472,17.29,20.0,18.6666666666667,19.7257142857143,5472
473,17.29,20.0,18.6,19.754,5473
474,17.29,20.0,18.6,19.7385714285714,5474
475,17.29,19.89,18.6,19.7,5475
476,17.29,19.89,18.56666666666669,19.7,5476
477,17.29,19.89,18.5,19.7,5477
478,17.29,19.89,18.5,19.7385714285714,5478
479,17.29,20.0,18.5,19.7,5479
480,17.2514285714286,20.0,18.5,14.80392857142855,5480
481,17.26,20.033333333333296,18.4725,14.8425,5481
482,17.2,20.1,18.39,14.8425,5482
483,17.2,20.1,18.39,14.8425,5483
484,17.2,20.1333333333333,18.39,14.89607142857145,5484
485,17.2385714285714,20.26,18.39,14.9175,5485
486,17.236,20.32333333333329,18.39,14.9175,5486
487,17.2,20.463333333333296,18.39,14.966999999999999,5487
488,17.2,20.5,18.39,15.053571428571452,5488
489,17.2,20.5,18.39,15.075000000000001,5489
490,17.218,20.533333333333296,18.39,20.1,5490
491,17.2257142857143,20.6,18.39,20.04,5491
492,17.254,20.6333333333333,18.39,20.0,5492
493,17.2,20.6333333333333,18.5966666666667,19.89,5493
494,17.218,20.6,19.123333333333296,19.89,5494
495,17.2514285714286,20.6666666666667,19.8333333333333,19.90375,5495
496,17.29,20.73,20.2933333333333,19.956,5496
497,17.2514285714286,20.8566666666667,20.3566666666667,20.0,5497
498,17.236,20.9266666666667,20.23,20.06,5498
499,17.2257142857143,21.06666666666669,20.06666666666669,20.0857142857143,5499
500,17.2,21.1,19.9175,20.1,5500
501,17.2257142857143,21.175,19.82333333333329,20.1,5501
502,17.236,21.26,19.7,20.14,5502
503,17.2385714285714,21.29,19.7,20.2,5503
504,17.254,21.3566666666667,19.6,20.2,5504
505,17.2771428571429,21.32333333333329,19.6,20.2,5505
506,17.29,21.39,19.5,20.2,5506
507,17.236,21.39,19.5,20.1285714285714,5507
508,17.2,21.39,19.39,20.0,5508
509,17.2,21.39,19.32333333333329,19.9214285714286,5509
510,17.2,21.32333333333329,19.26,19.79,5510
511,17.2,21.29,19.2,19.8614285714286,5511
512,17.2,21.29,19.2,19.79,5512
513,17.2,21.29,19.1333333333333,19.79,5513
514,17.2,21.29,19.06666666666669,19.79,5514
515,17.16,21.2,19.0,23.747999999999998,5515
516,17.2,21.2,18.89,23.82,5516
517,17.15,21.1,18.89,23.868,5517
518,17.1,21.1,18.8566666666667,23.868,5518
519,17.14,21.1,18.79,23.950499999999998,5519
520,17.2,21.033333333333296,18.79,24.0,5520
521,17.2,21.0,18.7,24.0,5521
522,17.14,21.0,18.7,24.0,5522
523,17.16,20.9266666666667,18.6666666666667,24.0,5523
524,17.1285714285714,20.89,18.6,24.0,5524
525,17.1,20.89,18.6,20.0,5525
526,17.1,20.79,18.6,20.0,5526
527,17.1,20.79,18.5,20.1,5527
528,17.1,20.76,18.5,20.1,5528
529,17.1,20.7,18.5,20.1,5529
530,17.1,20.7,18.5,20.1,5530
531,17.1,20.7,18.39,20.1,5531
532,17.1,20.6,18.39,20.1,5532
533,17.0714285714286,20.6,18.39,20.12,5533
534,17.1,20.5,18.39,20.2,5534
535,17.1,20.5,18.3566666666667,20.2,5535
536,17.1,20.5,18.29,20.2,5536
537,17.1,20.4266666666667,18.29,20.18,5537
538,17.1,20.39,18.26,20.1,5538
539,17.1,20.39,18.2,20.1,5539
540,17.1,20.39,18.2,20.1,5540
541,17.1,20.29,18.2,20.1,5541
542,17.0714285714286,20.29,18.2,20.1,5542
543,17.06,20.2,18.2,20.2,5543
544,17.0571428571429,20.2,18.2,20.2,5544
545,17.1,20.2,18.2,20.2,5545
546,17.0142857142857,20.1333333333333,18.1,20.2,5546
547,17.0,20.1,18.1,20.2,5547
548,17.0,20.1,18.1,20.2,5548
549,17.0,20.06666666666669,18.1,20.2,5549
550,17.0,20.06666666666669,18.0,20.2,5550
551,17.0,20.0,18.0,20.1714285714286,5551
552,17.0,20.0,18.0,20.16,5552
553,17.0,19.89,18.0,20.1,5553
554,17.0,19.89,18.0,20.1,5554
555,17.0,19.89,18.0,20.1,5555
556,17.0,19.89,18.0,20.1,5556
557,17.0,19.8566666666667,17.89,20.1,5557
558,17.0,19.79,17.89,20.1,5558
559,17.0,19.79,18.0966666666667,20.1,5559
560,17.0,19.73,18.3566666666667,20.1,5560
561,17.0,19.73,18.39,20.0857142857143,5561
562,17.0,19.7,18.32333333333329,20.0,5562
563,17.0,19.7,18.29,20.0,5563
564,17.0,19.7,18.29,19.934,5564
565,17.0,19.7,18.29,19.9057142857143,5565
566,16.956,19.7,18.23,19.89,5566
567,16.9985714285714,19.7,18.2,19.8614285714286,5567
568,17.12,19.6666666666667,18.2,19.79,5568
569,17.2257142857143,19.6666666666667,18.1,19.7257142857143,5569
570,17.29,19.6333333333333,18.1,19.7,5570
571,17.3471428571429,19.6333333333333,18.1,19.7,5571
